datetime,value,series_id
1953-04-01,2.83,GS10
1953-05-01,3.05,GS10
1953-06-01,3.11,GS10
1953-07-01,2.93,GS10
1953-08-01,2.95,GS10
1953-09-01,2.87,GS10
1953-10-01,2.66,GS10
1953-11-01,2.68,GS10
1953-12-01,2.59,GS10
1954-01-01,2.48,GS10
1954-02-01,2.47,GS10
1954-03-01,2.37,GS10
1954-04-01,2.29,GS10
1954-05-01,2.37,GS10
1954-06-01,2.38,GS10
1954-07-01,2.3,GS10
1954-08-01,2.36,GS10
1954-09-01,2.38,GS10
1954-10-01,2.43,GS10
1954-11-01,2.48,GS10
1954-12-01,2.51,GS10
1955-01-01,2.61,GS10
1955-02-01,2.65,GS10
1955-03-01,2.68,GS10
1955-04-01,2.75,GS10
1955-05-01,2.76,GS10
1955-06-01,2.78,GS10
1955-07-01,2.9,GS10
1955-08-01,2.97,GS10
1955-09-01,2.97,GS10
1955-10-01,2.88,GS10
1955-11-01,2.89,GS10
1955-12-01,2.96,GS10
1956-01-01,2.9,GS10
1956-02-01,2.84,GS10
1956-03-01,2.96,GS10
1956-04-01,3.18,GS10
1956-05-01,3.07,GS10
1956-06-01,3.0,GS10
1956-07-01,3.11,GS10
1956-08-01,3.33,GS10
1956-09-01,3.38,GS10
1956-10-01,3.34,GS10
1956-11-01,3.49,GS10
1956-12-01,3.59,GS10
1957-01-01,3.46,GS10
1957-02-01,3.34,GS10
1957-03-01,3.41,GS10
1957-04-01,3.48,GS10
1957-05-01,3.6,GS10
1957-06-01,3.8,GS10
1957-07-01,3.93,GS10
1957-08-01,3.93,GS10
1957-09-01,3.92,GS10
1957-10-01,3.97,GS10
1957-11-01,3.72,GS10
1957-12-01,3.21,GS10
1958-01-01,3.09,GS10
1958-02-01,3.05,GS10
1958-03-01,2.98,GS10
1958-04-01,2.88,GS10
1958-05-01,2.92,GS10
1958-06-01,2.97,GS10
1958-07-01,3.2,GS10
1958-08-01,3.54,GS10
1958-09-01,3.76,GS10
1958-10-01,3.8,GS10
1958-11-01,3.74,GS10
1958-12-01,3.86,GS10
1959-01-01,4.02,GS10
1959-02-01,3.96,GS10
1959-03-01,3.99,GS10
1959-04-01,4.12,GS10
1959-05-01,4.31,GS10
1959-06-01,4.34,GS10
1959-07-01,4.4,GS10
1959-08-01,4.43,GS10
1959-09-01,4.68,GS10
1959-10-01,4.53,GS10
1959-11-01,4.53,GS10
1959-12-01,4.69,GS10
1960-01-01,4.72,GS10
1960-02-01,4.49,GS10
1960-03-01,4.25,GS10
1960-04-01,4.28,GS10
1960-05-01,4.35,GS10
1960-06-01,4.15,GS10
1960-07-01,3.9,GS10
1960-08-01,3.8,GS10
1960-09-01,3.8,GS10
1960-10-01,3.89,GS10
1960-11-01,3.93,GS10
1960-12-01,3.84,GS10
1961-01-01,3.84,GS10
1961-02-01,3.78,GS10
1961-03-01,3.74,GS10
1961-04-01,3.78,GS10
1961-05-01,3.71,GS10
1961-06-01,3.88,GS10
1961-07-01,3.92,GS10
1961-08-01,4.04,GS10
1961-09-01,3.98,GS10
1961-10-01,3.92,GS10
1961-11-01,3.94,GS10
1961-12-01,4.06,GS10
1962-01-01,4.08,GS10
1962-02-01,4.04,GS10
1962-03-01,3.93,GS10
1962-04-01,3.84,GS10
1962-05-01,3.87,GS10
1962-06-01,3.91,GS10
1962-07-01,4.01,GS10
1962-08-01,3.98,GS10
1962-09-01,3.98,GS10
1962-10-01,3.93,GS10
1962-11-01,3.92,GS10
1962-12-01,3.86,GS10
1963-01-01,3.83,GS10
1963-02-01,3.92,GS10
1963-03-01,3.93,GS10
1963-04-01,3.97,GS10
1963-05-01,3.93,GS10
1963-06-01,3.99,GS10
1963-07-01,4.02,GS10
1963-08-01,4.0,GS10
1963-09-01,4.08,GS10
1963-10-01,4.11,GS10
1963-11-01,4.12,GS10
1963-12-01,4.13,GS10
1964-01-01,4.17,GS10
1964-02-01,4.15,GS10
1964-03-01,4.22,GS10
1964-04-01,4.23,GS10
1964-05-01,4.2,GS10
1964-06-01,4.17,GS10
1964-07-01,4.19,GS10
1964-08-01,4.19,GS10
1964-09-01,4.2,GS10
1964-10-01,4.19,GS10
1964-11-01,4.15,GS10
1964-12-01,4.18,GS10
1965-01-01,4.19,GS10
1965-02-01,4.21,GS10
1965-03-01,4.21,GS10
1965-04-01,4.2,GS10
1965-05-01,4.21,GS10
1965-06-01,4.21,GS10
1965-07-01,4.2,GS10
1965-08-01,4.25,GS10
1965-09-01,4.29,GS10
1965-10-01,4.35,GS10
1965-11-01,4.45,GS10
1965-12-01,4.62,GS10
1966-01-01,4.61,GS10
1966-02-01,4.83,GS10
1966-03-01,4.87,GS10
1966-04-01,4.75,GS10
1966-05-01,4.78,GS10
1966-06-01,4.81,GS10
1966-07-01,5.02,GS10
1966-08-01,5.22,GS10
1966-09-01,5.18,GS10
1966-10-01,5.01,GS10
1966-11-01,5.16,GS10
1966-12-01,4.84,GS10
1967-01-01,4.58,GS10
1967-02-01,4.63,GS10
1967-03-01,4.54,GS10
1967-04-01,4.59,GS10
1967-05-01,4.85,GS10
1967-06-01,5.02,GS10
1967-07-01,5.16,GS10
1967-08-01,5.28,GS10
1967-09-01,5.3,GS10
1967-10-01,5.48,GS10
1967-11-01,5.75,GS10
1967-12-01,5.7,GS10
1968-01-01,5.53,GS10
1968-02-01,5.56,GS10
1968-03-01,5.74,GS10
1968-04-01,5.64,GS10
1968-05-01,5.87,GS10
1968-06-01,5.72,GS10
1968-07-01,5.5,GS10
1968-08-01,5.42,GS10
1968-09-01,5.46,GS10
1968-10-01,5.58,GS10
1968-11-01,5.7,GS10
1968-12-01,6.03,GS10
1969-01-01,6.04,GS10
1969-02-01,6.19,GS10
1969-03-01,6.3,GS10
1969-04-01,6.17,GS10
1969-05-01,6.32,GS10
1969-06-01,6.57,GS10
1969-07-01,6.72,GS10
1969-08-01,6.69,GS10
1969-09-01,7.16,GS10
1969-10-01,7.1,GS10
1969-11-01,7.14,GS10
1969-12-01,7.65,GS10
1970-01-01,7.79,GS10
1970-02-01,7.24,GS10
1970-03-01,7.07,GS10
1970-04-01,7.39,GS10
1970-05-01,7.91,GS10
1970-06-01,7.84,GS10
1970-07-01,7.46,GS10
1970-08-01,7.53,GS10
1970-09-01,7.39,GS10
1970-10-01,7.33,GS10
1970-11-01,6.84,GS10
1970-12-01,6.39,GS10
1971-01-01,6.24,GS10
1971-02-01,6.11,GS10
1971-03-01,5.7,GS10
1971-04-01,5.83,GS10
1971-05-01,6.39,GS10
1971-06-01,6.52,GS10
1971-07-01,6.73,GS10
1971-08-01,6.58,GS10
1971-09-01,6.14,GS10
1971-10-01,5.93,GS10
1971-11-01,5.81,GS10
1971-12-01,5.93,GS10
1972-01-01,5.95,GS10
1972-02-01,6.08,GS10
1972-03-01,6.07,GS10
1972-04-01,6.19,GS10
1972-05-01,6.13,GS10
1972-06-01,6.11,GS10
1972-07-01,6.11,GS10
1972-08-01,6.21,GS10
1972-09-01,6.55,GS10
1972-10-01,6.48,GS10
1972-11-01,6.28,GS10
1972-12-01,6.36,GS10
1973-01-01,6.46,GS10
1973-02-01,6.64,GS10
