0.27103,3649.7,4451.3,9.2231,32.393,47.56,2799,64.996,122.9,0.19783,91.993,49.971,2703.5,25.258,49.682,3330.8,22.886,66.628,0,272.78,102.48,92.263,32.15,14.878,18.852,5.9988,16.669,4.0544,32.63,21.704,13.298,0.89584,16.137,5.3961,6.6754,3.2645,0.010715,0.57472,0.18614,53.763,43.986
0.2741,3621.5,4417.1,9.2901,32.556,47.551,2799.1,64.872,122.88,0.19729,91.987,50.25,2704.2,25.195,48.589,3331.1,22.995,66.645,4.9866,272.99,102.49,92.204,32.15,14.878,18.852,5.9988,16.669,4.0544,32.63,21.704,13.298,0.89584,16.137,5.3961,6.6754,3.2645,0.010715,0.57472,0.18614,53.763,43.986
0.27006,3628.5,4476,9.1578,32.374,47.772,2798.6,65.482,122.92,0.19733,91.937,50.008,2703.4,24.973,47.573,3330.8,22.892,66.665,9.9921,273.01,102.5,92.16,32.15,14.878,18.852,5.9988,16.669,4.0544,32.63,21.704,13.298,0.89584,16.137,5.3961,6.6754,3.2645,0.010715,0.57472,0.18614,53.763,43.986
0.27244,3659.6,4463.3,9.1364,32.232,47.655,2798.3,64.268,122.89,0.19697,91.947,49.731,2702.8,25.325,49.761,3330.4,22.947,66.696,15.231,272.42,102.48,92.085,32.15,14.878,18.852,5.9988,16.669,4.0544,32.63,21.704,13.298,0.89584,16.137,5.3961,6.6754,3.2645,0.010715,0.57472,0.18614,53.763,43.986
0.27167,3645.5,4485.9,9.2458,32.393,47.426,2798.9,65.169,122.89,0.19585,91.924,49.91,2703.6,25.248,49.161,3330.2,22.792,66.733,17.382,273.05,102.49,92.239,32.15,14.878,18.852,5.9988,16.669,4.0544,32.63,21.704,13.298,0.89584,16.137,5.3961,6.6754,3.2645,0.010715,0.57472,0.18614,53.763,43.986
0.26942,3648.9,4439.8,9.2924,32.524,47.748,2798.6,64.182,122.9,0.19431,91.933,47.565,2703.3,25.103,48.32,3330.9,23.041,66.781,17.93,272.97,102.49,92.285,32.15,14.878,18.852,5.9988,16.669,4.0544,32.63,21.704,13.298,0.89584,16.137,5.3961,6.6754,3.2645,0.010715,0.57472,0.18614,53.763,43.986
0.26907,3676.9,4451.9,9.1889,32.349,47.61,2799.5,65.168,122.9,0.19593,91.971,50.695,2703.9,25.262,48.085,3331.4,22.928,66.834,18.464,272.78,102.5,92.388,32.15,14.878,18.852,5.9988,16.669,4.0544,32.63,21.704,13.298,0.89584,16.137,5.3961,6.6754,3.2645,0.010715,0.57472,0.18614,53.763,43.986
0.27222,3688.1,4453.8,9.3409,32.462,47.394,2799.8,64.997,122.9,0.19661,91.983,48.528,2704.3,25.258,50.024,3331,22.874,66.863,20.57,272.97,102.47,92.394,32.15,14.878,18.852,5.9988,16.669,4.0544,32.63,21.704,13.298,0.89584,16.137,5.3961,6.6754,3.2645,0.010715,0.57472,0.18614,53.763,43.986
0.27129,3650,4480.9,9.2304,32.494,47.375,2799.5,65.033,122.91,0.19262,91.982,49.455,2704.2,25.382,49.6,3331.8,22.834,66.917,22.24,272.56,102.47,92.158,32.15,14.878,18.852,5.9988,16.669,4.0544,32.63,21.704,13.298,0.89584,16.137,5.3961,6.6754,3.2645,0.010715,0.57472,0.18614,53.763,43.986
0.27141,3653.4,4428.8,9.2231,32.569,47.559,2799.1,65.209,122.91,0.19589,91.952,50.786,2704,25.173,49.177,3331,22.888,66.961,19.985,272.62,102.48,92.213,32.15,14.878,18.852,5.9988,16.669,4.0544,32.63,21.704,13.298,0.89584,16.137,5.3961,6.6754,3.2645,0.010715,0.57472,0.18614,53.763,43.986
