datetime,value,series_id
2000-06-02,1500118.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-06-09,1503981.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-06-16,1499476.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-06-23,1504672.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-06-30,1505255.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-07-07,1512449.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-07-14,1512278.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-07-21,1518438.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-07-28,1509933.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-08-04,1512640.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-08-11,1513535.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-08-18,1514500.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-08-25,1513820.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-09-01,1518874.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-09-08,1517360.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-09-15,1510299.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-09-22,1510336.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-09-29,1514777.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-10-06,1519530.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-10-13,1508537.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-10-20,1507820.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-10-27,1499492.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-11-03,1494974.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-11-10,1496644.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-11-17,1492678.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-11-24,1486540.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-12-01,1490938.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-12-08,1475782.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-12-15,1474945.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-12-22,1466328.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2000-12-29,1455285.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2001-01-05,1451739.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2001-01-12,1447486.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2001-01-19,1449523.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2001-01-26,1447034.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
2001-02-02,1449312.0,Weekly U.S. Ending Stocks of Crude Oil and Petroleum Products  (Thousand Barrels)
