Date,Level,Neighboring level
2009-01-01,0.5961000000000001,0.5951000000000001
2009-01-02,0.5958,0.5886
2009-01-03,0.5955,0.5871000000000001
2009-01-04,0.5961000000000001,0.5833
2009-01-05,0.5964,0.5814
2009-01-06,0.5949,0.5787
2009-01-07,0.5982000000000001,0.5769000000000001
2009-01-08,0.6003000000000001,0.5784
2009-01-09,0.6047,0.5829
2009-01-10,0.6072000000000001,0.5844
2009-01-11,0.6137,0.5856
2009-01-12,0.614,0.5857
2009-01-13,0.6143000000000001,0.5881000000000001
2009-01-14,0.6124,0.5878
2009-01-15,0.6123000000000001,0.5887
2009-01-16,0.6115,0.5908
2009-01-17,0.6131,0.5903
2009-01-18,0.6112000000000001,0.5912000000000001
2009-01-19,0.6075,0.5894
2009-01-20,0.6052000000000001,0.5904
2009-01-21,0.6013000000000001,0.5919
2009-01-22,0.6005,0.5928
2009-01-23,0.5968,0.5926
2009-01-24,0.5952000000000001,0.5929
2009-01-25,0.5899,0.5926
2009-01-26,0.5905,0.5932000000000001
2009-01-27,0.5920000000000001,0.5942000000000001
2009-01-28,0.5972000000000001,0.596
2009-01-29,0.6036,0.5964
2009-01-30,0.6102000000000001,0.5996
2009-01-31,0.618,0.6007
2009-02-01,0.6269,0.6046
2009-02-02,0.6357,0.608
2009-02-03,0.6446000000000001,0.6119
2009-02-04,0.6513,0.619
2009-02-05,0.6609999999999999,0.6236
2009-02-06,0.6713,0.6278
2009-02-07,0.6815,0.6344000000000001
2009-02-08,0.6875,0.6427
2009-02-09,0.6947,0.6499
2009-02-10,0.6969000000000001,0.6556000000000001
2009-02-11,0.7007,0.6617000000000001
2009-02-12,0.7044,0.6688000000000001
2009-02-13,0.7078,0.6745
2009-02-14,0.7063,0.6809000000000001
2009-02-15,0.7063,0.6900000000000001
2009-02-16,0.7057,0.6961
2009-02-17,0.7018,0.6962
2009-02-18,0.7037,0.6995
2009-02-19,0.7020000000000001,0.7040000000000001
2009-02-20,0.7024,0.7076
2009-02-21,0.7030000000000001,0.7089000000000001
2009-02-22,0.7017,0.7100000000000001
2009-02-23,0.6993,0.7092
2009-02-24,0.6961,0.7131000000000001
2009-02-25,0.6936,0.7143
2009-02-26,0.6873,0.7141000000000001
2009-02-27,0.6843,0.7142000000000001
2009-02-28,0.6821,0.7137
2009-03-01,0.6799000000000001,0.7117
2009-03-02,0.6779999999999999,0.7106
2009-03-03,0.6745,0.7068
2009-03-04,0.6729,0.7045
2009-03-05,0.6707000000000001,0.7015
2009-03-06,0.6716000000000001,0.6997
2009-03-07,0.6724,0.6967
2009-03-08,0.6744,0.6961
2009-03-09,0.6761,0.6938000000000001
2009-03-10,0.6764,0.6943
2009-03-11,0.6802,0.6924
2009-03-12,0.6793,0.6886
2009-03-13,0.6843,0.6904
2009-03-14,0.6849000000000001,0.6880000000000001
2009-03-15,0.6880000000000001,0.6862
2009-03-16,0.6884,0.6831
2009-03-17,0.6944,0.6808000000000001
2009-03-18,0.6973,0.6806
2009-03-19,0.7031000000000001,0.6793
2009-03-20,0.7084,0.6827000000000001
2009-03-21,0.7106,0.6844
2009-03-22,0.7152000000000001,0.6861
2009-03-23,0.7221000000000001,0.6897
2009-03-24,0.7249,0.6957
2009-03-25,0.7324,0.6982
2009-03-26,0.7357,0.7036
2009-03-27,0.743,0.7074
2009-03-28,0.7511,0.7147
2009-03-29,0.7568,0.7210000000000001
2009-03-30,0.7643000000000001,0.7266
2009-03-31,0.7714000000000001,0.731
2009-04-01,0.7763,0.7395
2009-04-02,0.7838,0.7475
2009-04-03,0.7893,0.7548
2009-04-04,0.7937000000000001,0.7609999999999999
2009-04-05,0.7992,0.7702
2009-04-06,0.8073,0.7768
2009-04-07,0.8115,0.7834
2009-04-08,0.8186,0.7912
2009-04-09,0.8248000000000001,0.7948000000000001
2009-04-10,0.8342,0.8025
2009-04-11,0.8411000000000001,0.8055
2009-04-12,0.8476,0.8114
2009-04-13,0.8547,0.8159000000000001
2009-04-14,0.8584,0.8191
2009-04-15,0.8588,0.8260000000000001
2009-04-16,0.8596,0.8306
2009-04-17,0.8618,0.8327
2009-04-18,0.863,0.8349000000000001
2009-04-19,0.862,0.8378
2009-04-20,0.8591000000000001,0.8406
2009-04-21,0.8554,0.8443
2009-04-22,0.8502000000000001,0.8454
2009-04-23,0.8456,0.8455
2009-04-24,0.8370000000000001,0.8447
2009-04-25,0.8288000000000001,0.8461000000000001
2009-04-26,0.8203,0.8473
2009-04-27,0.8109000000000001,0.8438
2009-04-28,0.8009999999999999,0.8389000000000001
2009-04-29,0.7923,0.8338
2009-04-30,0.7851,0.8291000000000001
2009-05-01,0.7788,0.8216
2009-05-02,0.7732,0.8159000000000001
2009-05-03,0.7689,0.8094
2009-05-04,0.7634000000000001,0.8053
2009-05-05,0.7616,0.7983
2009-05-06,0.7606,0.789
2009-05-07,0.7608,0.7858
2009-05-08,0.7602,0.7799
2009-05-09,0.7609,0.7751
2009-05-10,0.7616,0.7709
2009-05-11,0.7658,0.7711
2009-05-12,0.769,0.7646000000000001
2009-05-13,0.773,0.7644000000000001
2009-05-14,0.7781,0.7639
2009-05-15,0.7857000000000001,0.7617
2009-05-16,0.7915000000000001,0.7633000000000001
2009-05-17,0.8004,0.7628
2009-05-18,0.8074,0.7648
2009-05-19,0.8156,0.767
2009-05-20,0.8217,0.7711
2009-05-21,0.8292,0.779
2009-05-22,0.8374,0.7846000000000001
2009-05-23,0.8418,0.7897000000000001
2009-05-24,0.8471000000000001,0.7962
2009-05-25,0.8492000000000001,0.8022
2009-05-26,0.8499,0.8089000000000001
2009-05-27,0.8533000000000001,0.8151
2009-05-28,0.8582000000000001,0.8180000000000001
2009-05-29,0.8606,0.8221
2009-05-30,0.8647,0.8275
2009-05-31,0.8678,0.8338
2009-06-01,0.8729,0.8381000000000001
2009-06-02,0.8773000000000001,0.8434
2009-06-03,0.879,0.8489
2009-06-04,0.8829,0.8539
2009-06-05,0.8836,0.8574
2009-06-06,0.8887,0.8624
2009-06-07,0.8947,0.8662000000000001
2009-06-08,0.8997,0.8738
2009-06-09,0.9058,0.8771
2009-06-10,0.911,0.8821
2009-06-11,0.9152,0.8856
2009-06-12,0.9169,0.8906000000000001
2009-06-13,0.9223,0.8977
2009-06-14,0.9238,0.903
2009-06-15,0.9256,0.9079999999999999
2009-06-16,0.925,0.9123
2009-06-17,0.9224,0.9171
2009-06-18,0.9215,0.92
2009-06-19,0.9179,0.9237
2009-06-20,0.9173,0.9251
2009-06-21,0.912,0.9252
2009-06-22,0.9095,0.9229
2009-06-23,0.9037,0.9211
2009-06-24,0.902,0.9159
2009-06-25,0.9015,0.9107
2009-06-26,0.9016,0.9068
2009-06-27,0.9013,0.9032
2009-06-28,0.9009,0.9009999999999999
2009-06-29,0.8991,0.8973000000000001
2009-06-30,0.8991,0.8951
2009-07-01,0.8967,0.8946000000000001
2009-07-02,0.8944000000000001,0.892
2009-07-03,0.8896000000000001,0.8909999999999999
2009-07-04,0.8889,0.8906000000000001
2009-07-05,0.8821,0.8899
2009-07-06,0.8805000000000001,0.8954000000000001
2009-07-07,0.8726,0.8943000000000001
2009-07-08,0.8653000000000001,0.8927
2009-07-09,0.8584,0.8887
2009-07-10,0.8527,0.8877
2009-07-11,0.8445,0.8828
2009-07-12,0.8379000000000001,0.877
2009-07-13,0.8325,0.8711000000000001
2009-07-14,0.8286,0.867
2009-07-15,0.8210000000000001,0.8608
2009-07-16,0.8182,0.8570000000000001
2009-07-17,0.8169000000000001,0.8530000000000001
2009-07-18,0.8128000000000001,0.8507
2009-07-19,0.8137000000000001,0.8461000000000001
2009-07-20,0.8127000000000001,0.8450000000000001
2009-07-21,0.8130000000000001,0.8426
2009-07-22,0.8158000000000001,0.8426
2009-07-23,0.8101,0.8440000000000001
2009-07-24,0.8107000000000001,0.8439000000000001
2009-07-25,0.8088000000000001,0.8413
2009-07-26,0.8077000000000001,0.8428
2009-07-27,0.8033,0.8401000000000001
2009-07-28,0.8019000000000001,0.8375
2009-07-29,0.7956000000000001,0.8334
2009-07-30,0.792,0.8294
2009-07-31,0.7912,0.8268000000000001
2009-08-01,0.7847000000000001,0.8231
2009-08-02,0.7813,0.8220000000000001
2009-08-03,0.7792,0.8157000000000001
2009-08-04,0.7738,0.8108000000000001
2009-08-05,0.772,0.8063
2009-08-06,0.769,0.8021
2009-08-07,0.7663000000000001,0.7973
2009-08-08,0.7624000000000001,0.7917000000000001
2009-08-09,0.7587,0.787
2009-08-10,0.7552,0.7829
2009-08-11,0.7502000000000001,0.7816000000000001
2009-08-12,0.7449,0.7774000000000001
2009-08-13,0.7431,0.7715000000000001
2009-08-14,0.7390000000000001,0.7705000000000001
2009-08-15,0.7361000000000001,0.7686000000000001
2009-08-16,0.735,0.7645000000000001
2009-08-17,0.7315,0.7629
