datetime,value,label
1970-12-31 12:00:00,501.3,Y18777
1971-12-31 12:00:00,551.2,Y18777
1972-12-31 12:00:00,613.9,Y18777
1973-12-31 12:00:00,686.9,Y18777
1974-12-31 12:00:00,801.3,Y18777
1975-12-31 12:00:00,958.1,Y18777
1976-12-31 12:00:00,1130.0,Y18777
1977-12-31 12:00:00,1286.9,Y18777
1978-12-31 12:00:00,1389.4,Y18777
1979-12-31 12:00:00,1523.5,Y18777
1980-12-31 12:00:00,1672.4,Y18777
1981-12-31 12:00:00,1863.2,Y18777
1982-12-31 12:00:00,2081.1,Y18777
1983-12-31 12:00:00,2208.4,Y18777
1984-12-31 12:00:00,2334.3,Y18777
1985-12-31 12:00:00,2441.4,Y18777
1986-12-31 12:00:00,2578.4,Y18777
1987-12-31 12:00:00,2738.4,Y18777
1988-12-31 12:00:00,2951.5,Y18777
1989-12-31 12:00:00,3193.4,Y18777
1990-12-31 12:00:00,3484.4,Y18777
1991-12-31 12:00:00,3783.1,Y18777
1992-12-31 12:00:00,4035.1,Y18777
1993-12-31 12:00:00,4150.2,Y18777
1994-12-31 12:00:00,4200.0,Y18777
1995-12-31 12:00:00,4220.9,Y18777
1996-12-31 12:00:00,4271.9,Y18777
1997-12-31 12:00:00,4231.3,Y18777
1998-12-31 12:00:00,4349.5,Y18777
1999-12-31 12:00:00,4489.9,Y18777
2000-12-31 12:00:00,4679.2,Y18777
2001-12-31 12:00:00,4899.5,Y18777
2002-12-31 12:00:00,5159.3,Y18777
2003-12-31 12:00:00,5406.5,Y18777
2004-12-31 12:00:00,5673.2,Y18777
2005-12-31 12:00:00,5960.6,Y18777
2006-12-31 12:00:00,6483.9,Y18777
2050-12-31 12:00:00,3792.061433,Y15626
2051-12-31 12:00:00,4001.753335,Y15626
2052-12-31 12:00:00,3922.793027,Y15626
2053-12-31 12:00:00,3834.353019,Y15626
2054-12-31 12:00:00,3950.370871,Y15626
2055-12-31 12:00:00,3991.11848,Y15626
2056-12-31 12:00:00,4009.702608,Y15626
2057-12-31 12:00:00,4120.448177,Y15626
2058-12-31 12:00:00,4097.40768,Y15626
2059-12-31 12:00:00,4098.166857,Y15626
2060-12-31 12:00:00,4114.321024,Y15626
2061-12-31 12:00:00,4538.306245,Y15626
2062-12-31 12:00:00,4512.035354,Y15626
2063-12-31 12:00:00,4663.31673,Y15626
2064-12-31 12:00:00,5006.033818,Y15626
2065-12-31 12:00:00,5147.559253,Y15626
2066-12-31 12:00:00,5354.889297,Y15626
2067-12-31 12:00:00,5405.507933,Y15626
2068-12-31 12:00:00,5385.556652,Y15626
2069-12-31 12:00:00,5499.096304,Y15626
2070-12-31 12:00:00,5396.726355,Y15626
2071-12-31 12:00:00,5779.984997,Y15626
2072-12-31 12:00:00,6559.751463,Y15626
2073-12-31 12:00:00,7821.460617,Y15626
2074-12-31 12:00:00,8123.797583,Y15626
2075-12-31 12:00:00,8763.248767,Y15626
2076-12-31 12:00:00,8634.103553,Y15626
2077-12-31 12:00:00,9189.801554,Y15626
2078-12-31 12:00:00,10211.04341,Y15626
2079-12-31 12:00:00,10677.601,Y15626
