idx,value,label
2010-01-31 12:00:00,14200.0,M19553
2010-02-28 12:00:00,14700.0,M19553
2010-03-31 12:00:00,15000.0,M19553
2010-04-30 12:00:00,14100.0,M19553
2010-05-31 12:00:00,13000.0,M19553
2010-06-30 12:00:00,13200.0,M19553
2010-07-31 12:00:00,13800.0,M19553
2010-08-31 12:00:00,13600.0,M19553
2010-09-30 12:00:00,13000.0,M19553
2010-10-31 12:00:00,12900.0,M19553
2010-11-30 12:00:00,13000.0,M19553
2010-12-31 12:00:00,13100.0,M19553
2011-01-31 12:00:00,12900.0,M19553
2011-02-28 12:00:00,12400.0,M19553
2011-03-31 12:00:00,12500.0,M19553
2011-04-30 12:00:00,13700.0,M19553
2011-05-31 12:00:00,14300.0,M19553
2011-06-30 12:00:00,13700.0,M19553
2011-07-31 12:00:00,13600.0,M19553
2011-08-31 12:00:00,14400.0,M19553
2011-09-30 12:00:00,14900.0,M19553
2011-10-31 12:00:00,14900.0,M19553
2011-11-30 12:00:00,14800.0,M19553
2011-12-31 12:00:00,14700.0,M19553
2012-01-31 12:00:00,14200.0,M19553
2012-02-29 12:00:00,13700.0,M19553
2012-03-31 12:00:00,13600.0,M19553
2012-04-30 12:00:00,13600.0,M19553
2012-05-31 12:00:00,13600.0,M19553
2012-06-30 12:00:00,13100.0,M19553
2012-07-31 12:00:00,12000.0,M19553
2012-08-31 12:00:00,11000.0,M19553
2012-09-30 12:00:00,10600.0,M19553
2012-10-31 12:00:00,10400.0,M19553
2012-11-30 12:00:00,10200.0,M19553
2012-12-31 12:00:00,9800.0,M19553
2013-01-31 12:00:00,9800.0,M19553
2013-02-28 12:00:00,9900.0,M19553
2013-03-31 12:00:00,9400.0,M19553
2013-04-30 12:00:00,8200.0,M19553
2013-05-31 12:00:00,7100.0,M19553
2013-06-30 12:00:00,6300.0,M19553
2013-07-31 12:00:00,5900.0,M19553
2013-08-31 12:00:00,6300.0,M19553
2013-09-30 12:00:00,6900.0,M19553
2013-10-31 12:00:00,7100.0,M19553
2013-11-30 12:00:00,7200.0,M19553
2013-12-31 12:00:00,7500.0,M19553
2014-01-31 12:00:00,7600.0,M19553
2014-02-28 12:00:00,7600.0,M19553
2014-03-31 12:00:00,7400.0,M19553
2014-04-30 12:00:00,6900.0,M19553
2014-05-31 12:00:00,7200.0,M19553
2014-06-30 12:00:00,8000.0,M19553
2014-07-31 12:00:00,8100.0,M19553
2014-08-31 12:00:00,7600.0,M19553
2014-09-30 12:00:00,7400.0,M19553
2014-10-31 12:00:00,7600.0,M19553
2014-11-30 12:00:00,7700.0,M19553
2014-12-31 12:00:00,7800.0,M19553
2015-01-31 12:00:00,7900.0,M19553
2015-02-28 12:00:00,8000.0,M19553
2015-03-31 12:00:00,8200.0,M19553
2015-04-30 12:00:00,8900.0,M19553
2015-05-31 12:00:00,10000.0,M19553
2015-06-30 12:00:00,11000.0,M19553
2015-07-31 12:00:00,11400.0,M19553
2015-08-31 12:00:00,11100.0,M19553
2015-09-30 12:00:00,10500.0,M19553
2015-10-31 12:00:00,9900.0,M19553
2015-11-30 12:00:00,9600.0,M19553
2015-12-31 12:00:00,9100.0,M19553
2016-01-31 12:00:00,8500.0,M19553
2016-02-29 12:00:00,7800.0,M19553
2016-03-31 12:00:00,7400.0,M19553
2016-04-30 12:00:00,7300.0,M19553
2016-05-31 12:00:00,6700.0,M19553
2016-06-30 12:00:00,6000.0,M19553
2016-07-31 12:00:00,5900.0,M19553
2016-08-31 12:00:00,6000.0,M19553
2016-09-30 12:00:00,5700.0,M19553
2016-10-31 12:00:00,5300.0,M19553
2016-11-30 12:00:00,4800.0,M19553
2016-12-31 12:00:00,4400.0,M19553
2017-01-31 12:00:00,4400.0,M19553
2017-02-28 12:00:00,4500.0,M19553
2017-03-31 12:00:00,4400.0,M19553
1990-01-31 12:00:00,1715.9,M22184
1990-02-28 12:00:00,1739.7,M22184
1990-03-31 12:00:00,1715.9,M22184
1990-04-30 12:00:00,1766.1,M22184
1990-05-31 12:00:00,1761.4,M22184
1990-06-30 12:00:00,1732.6,M22184
1990-07-31 12:00:00,1742.7,M22184
1990-08-31 12:00:00,1751.3,M22184
1990-09-30 12:00:00,1747.5,M22184
1990-10-31 12:00:00,1796.5,M22184
1990-11-30 12:00:00,1767.4,M22184
1990-12-31 12:00:00,1761.1,M22184
1991-01-31 12:00:00,1722.3,M22184
1991-02-28 12:00:00,1733.8,M22184
1991-03-31 12:00:00,1709.5,M22184
1991-04-30 12:00:00,1720.2,M22184
1991-05-31 12:00:00,1677.6,M22184
1991-06-30 12:00:00,1673.0,M22184
1991-07-31 12:00:00,1634.4,M22184
1991-08-31 12:00:00,1656.1,M22184
1991-09-30 12:00:00,1690.7,M22184
1991-10-31 12:00:00,1684.6,M22184
1991-11-30 12:00:00,1704.9,M22184
1991-12-31 12:00:00,1703.3,M22184
1992-01-31 12:00:00,1655.5,M22184
1992-02-29 12:00:00,1701.0,M22184
1992-03-31 12:00:00,1707.0,M22184
1992-04-30 12:00:00,1719.8,M22184
1992-05-31 12:00:00,1697.6,M22184
1992-06-30 12:00:00,1685.2,M22184
1992-07-31 12:00:00,1663.4,M22184
1992-08-31 12:00:00,1659.6,M22184
1992-09-30 12:00:00,1663.9,M22184
1992-10-31 12:00:00,1682.6,M22184
1992-11-30 12:00:00,1715.7,M22184
1992-12-31 12:00:00,1694.0,M22184
1993-01-31 12:00:00,1666.3,M22184
1993-02-28 12:00:00,1669.7,M22184
1993-03-31 12:00:00,1628.9,M22184
1993-04-30 12:00:00,1652.5,M22184
