datetime,value,series_id
2018-08-28 15:00:00,5865.0,traffic_volume
2018-08-28 16:00:00,6657.0,traffic_volume
2018-08-28 17:00:00,5716.0,traffic_volume
2018-08-28 18:00:00,4363.0,traffic_volume
2018-08-28 19:00:00,3406.0,traffic_volume
2018-08-28 20:00:00,2896.0,traffic_volume
2018-08-28 21:00:00,2576.0,traffic_volume
2018-08-28 22:00:00,1733.0,traffic_volume
2018-08-28 23:00:00,1153.0,traffic_volume
2018-08-29 00:00:00,623.0,traffic_volume
2018-08-29 01:00:00,335.0,traffic_volume
2018-08-29 02:00:00,299.0,traffic_volume
2018-08-29 03:00:00,372.0,traffic_volume
2018-08-29 04:00:00,981.0,traffic_volume
2018-08-29 05:00:00,3103.0,traffic_volume
2018-08-29 06:00:00,5902.0,traffic_volume
2018-08-29 07:00:00,6775.0,traffic_volume
2018-08-29 08:00:00,6164.0,traffic_volume
2018-08-29 09:00:00,5421.0,traffic_volume
2018-08-29 10:00:00,4871.0,traffic_volume
2018-08-29 11:00:00,4969.0,traffic_volume
2018-08-29 12:00:00,5134.0,traffic_volume
2018-08-29 13:00:00,4999.0,traffic_volume
2018-08-29 14:00:00,5349.0,traffic_volume
2018-08-29 15:00:00,5814.0,traffic_volume
2018-08-29 16:00:00,6578.0,traffic_volume
2018-08-29 17:00:00,5860.0,traffic_volume
2018-08-29 18:00:00,4554.0,traffic_volume
2018-08-29 19:00:00,3487.0,traffic_volume
2018-08-29 20:00:00,3205.0,traffic_volume
2018-08-29 21:00:00,2800.0,traffic_volume
2018-08-29 22:00:00,2106.0,traffic_volume
2018-08-29 23:00:00,1272.0,traffic_volume
2018-08-30 00:00:00,670.0,traffic_volume
2018-08-30 01:00:00,456.0,traffic_volume
2018-08-30 02:00:00,326.0,traffic_volume
2018-08-30 03:00:00,388.0,traffic_volume
2018-08-30 04:00:00,1008.0,traffic_volume
2018-08-30 05:00:00,3070.0,traffic_volume
2018-08-30 06:00:00,5886.0,traffic_volume
2018-08-30 07:00:00,6466.0,traffic_volume
2018-08-30 08:00:00,5995.0,traffic_volume
2018-08-30 09:00:00,5467.0,traffic_volume
2018-08-30 10:00:00,4911.0,traffic_volume
2018-08-30 11:00:00,5095.0,traffic_volume
2018-08-30 12:00:00,5308.0,traffic_volume
2018-08-30 13:00:00,5213.0,traffic_volume
2018-08-30 14:00:00,5680.0,traffic_volume
2018-08-30 15:00:00,6238.0,traffic_volume
2018-08-30 16:00:00,6453.0,traffic_volume
2018-08-30 17:00:00,5775.0,traffic_volume
2018-08-30 18:00:00,4531.0,traffic_volume
2018-08-30 19:00:00,3884.0,traffic_volume
2018-08-30 20:00:00,3332.0,traffic_volume
2018-08-30 21:00:00,3049.0,traffic_volume
2018-08-30 22:00:00,2221.0,traffic_volume
2018-08-30 23:00:00,1396.0,traffic_volume
2018-08-31 00:00:00,764.0,traffic_volume
