,Date,Height,series_id,gap,gap_center
0,2016-10-01 00:00:00,1195.0,traffic_volume,1195.0,1195.0
1,2016-10-01 01:00:00,776.0,traffic_volume,776.0,776.0
2,2016-10-01 02:00:00,666.0,traffic_volume,666.0,666.0
3,2016-10-01 03:00:00,448.0,traffic_volume,448.0,448.0
4,2016-10-01 04:00:00,512.0,traffic_volume,512.0,512.0
5,2016-10-01 05:00:00,958.0,traffic_volume,958.0,958.0
6,2016-10-01 06:00:00,1655.0,traffic_volume,1655.0,1655.0
7,2016-10-01 07:00:00,2535.0,traffic_volume,2535.0,2535.0
8,2016-10-01 08:00:00,3462.0,traffic_volume,3462.0,3462.0
9,2016-10-01 09:00:00,3758.0,traffic_volume,3758.0,3758.0
10,2016-10-01 10:00:00,4089.0,traffic_volume,4089.0,4089.0
11,2016-10-01 11:00:00,4432.0,traffic_volume,4432.0,4432.0
12,2016-10-01 12:00:00,4557.0,traffic_volume,4557.0,4557.0
13,2016-10-01 13:00:00,4421.0,traffic_volume,4421.0,4421.0
14,2016-10-01 14:00:00,4289.0,traffic_volume,4289.0,4289.0
15,2016-10-01 15:00:00,4361.0,traffic_volume,4361.0,4361.0
16,2016-10-01 16:00:00,4109.0,traffic_volume,4109.0,4109.0
17,2016-10-01 17:00:00,3927.0,traffic_volume,3927.0,3927.0
18,2016-10-01 18:00:00,3800.0,traffic_volume,3800.0,3800.0
19,2016-10-01 19:00:00,3434.0,traffic_volume,3434.0,3434.0
20,2016-10-01 20:00:00,2937.0,traffic_volume,2937.0,2937.0
21,2016-10-01 21:00:00,2787.0,traffic_volume,2787.0,2787.0
22,2016-10-01 22:00:00,2981.0,traffic_volume,2981.0,2981.0
23,2016-10-01 23:00:00,2165.0,traffic_volume,2165.0,2165.0
24,2016-10-02 00:00:00,1794.0,traffic_volume,1794.0,1794.0
25,2016-10-02 01:00:00,776.0,traffic_volume,776.0,776.0
26,2016-10-02 02:00:00,666.0,traffic_volume,666.0,666.0
27,2016-10-02 03:00:00,413.0,traffic_volume,413.0,413.0
28,2016-10-02 04:00:00,380.0,traffic_volume,380.0,380.0
29,2016-10-02 05:00:00,550.0,traffic_volume,550.0,550.0
30,2016-10-02 06:00:00,910.0,traffic_volume,910.0,910.0
31,2016-10-02 07:00:00,1324.0,traffic_volume,1324.0,1324.0
32,2016-10-02 08:00:00,2008.0,traffic_volume,2008.0,2008.0
33,2016-10-02 09:00:00,2734.0,traffic_volume,2734.0,2734.0
34,2016-10-02 10:00:00,3592.0,traffic_volume,3592.0,3592.0
35,2016-10-02 11:00:00,3882.0,traffic_volume,3882.0,3882.0
36,2016-10-02 12:00:00,3962.0,traffic_volume,3962.0,3962.0
37,2016-10-02 13:00:00,4044.0,traffic_volume,4044.0,4044.0
38,2016-10-02 14:00:00,4028.0,traffic_volume,4028.0,4028.0
39,2016-10-02 15:00:00,4043.0,traffic_volume,4043.0,4043.0
40,2016-10-02 16:00:00,4335.0,traffic_volume,4335.0,4335.0
41,2016-10-02 17:00:00,4397.0,traffic_volume,4397.0,4397.0
42,2016-10-02 18:00:00,3944.0,traffic_volume,3944.0,3944.0
43,2016-10-02 19:00:00,4191.0,traffic_volume,4191.0,4191.0
44,2016-10-02 20:00:00,3221.0,traffic_volume,3221.0,3221.0
45,2016-10-02 21:00:00,2190.0,traffic_volume,2190.0,2190.0
46,2016-10-02 22:00:00,1468.0,traffic_volume,1468.0,1468.0
47,2016-10-02 23:00:00,958.0,traffic_volume,958.0,958.0
48,2016-10-03 00:00:00,552.0,traffic_volume,552.0,552.0
49,2016-10-03 01:00:00,407.0,traffic_volume,407.0,407.0
50,2016-10-03 02:00:00,264.0,traffic_volume,264.0,264.0
51,2016-10-03 03:00:00,341.0,traffic_volume,341.0,341.0
52,2016-10-03 04:00:00,852.0,traffic_volume,852.0,852.0
53,2016-10-03 05:00:00,2659.0,traffic_volume,2659.0,2659.0
54,2016-10-03 06:00:00,5531.0,traffic_volume,5531.0,5531.0
55,2016-10-03 07:00:00,6066.0,traffic_volume,6066.0,6066.0
56,2016-10-03 08:00:00,4873.0,traffic_volume,4873.0,4873.0
57,2016-10-03 09:00:00,4477.0,traffic_volume,4477.0,4477.0
58,2016-10-03 10:00:00,4041.0,traffic_volume,4041.0,4041.0
59,2016-10-03 11:00:00,4277.0,traffic_volume,4277.0,4277.0
60,2016-10-03 12:00:00,4366.0,traffic_volume,4366.0,4366.0
